"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CVSSv4_BaseSeverity","CVSSv4_BaseScore","CVSSv4","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
"","Wed, 3 Sep 2025 13:47:49 -0400",crypto-js:3.3.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?pdfkit:0.11.0/crypto-js:^3.1.9-1,JavaScript library of crypto standards.,MIT,"","",pkg:npm/crypto-js@3.3.0,cpe:2.3:a:crypto-js_project:crypto-js:3.3.0:*:*:*:*:*:*:*,GHSA-xwcq-pm8m-c4vf,"CWE-327 Use of a Broken or Risky Cryptographic Algorithm, CWE-328 Use of Weak Hash, CWE-916 Use of Password Hash With Insufficient Computational Effort","### Impact #### Summary Crypto-js PBKDF2 is 1,000 times weaker than originally specified in 1993, and [at least 1,300,000 times weaker than current industry standard][OWASP PBKDF2 Cheatsheet]. This is because it both (1) defaults to [SHA1][SHA1 wiki], a cryptographic hash algorithm considered insecure [since at least 2005][Cryptanalysis of SHA-1] and (2) defaults to [one single iteration][one iteration src], a 'strength' or 'difficulty' value specified at 1,000 when specified in 1993. PBKDF2 relies on iteration count as a countermeasure to [preimage][preimage attack] and [collision][collision attack] attacks.  Potential Impact:  1. If used to protect passwords, the impact is high. 2. If used to generate signatures, the impact is high.  Probability / risk analysis / attack enumeration:  1. [For at most $45,000][SHA1 is a Shambles], an attacker, given control of only the beginning of a crypto-js PBKDF2 input, can create a value which has _identical cryptographic signature_ to any chosen known value. 4. Due to the [length extension attack] on SHA1, we can create a value that has identical signature to any _unknown_ value, provided it is prefixed by a known value. It does not matter if PBKDF2 applies '[salt][cryptographic salt]' or '[pepper][cryptographic pepper]' or any other secret unknown to the attacker. It will still create an identical signature.  Update: PBKDF2 requires a pseudo-random function that takes two inputs, so HMAC-SHA1 is used rather than plain SHA1. HMAC is not affected by [length extension attacks][Length Extension attack]. However, by defaulting to a single PBKDF2 iteration, the hashes do not benefit from the extra computational complexity that PBKDF2 is supposed to provide. The resulting hashes therefore have little protection against an offline brute-force attack.   [cryptographic salt]: https://en.wikipedia.org/wiki/Salt_(cryptography) ""Salt (cryptography), Wikipedia"" [cryptographic pepper]: https://en.wikipedia.org/wiki/Pepper_(cryptography) ""Pepper (cryptography), Wikipedia"" [SHA1 wiki]: https://en.wikipedia.org/wiki/SHA-1 ""SHA-1, Wikipedia"" [Cryptanalysis of SHA-1]: https://www.schneier.com/blog/archives/2005/02/cryptanalysis_o.html ""Cryptanalysis of SHA-1"" [one iteration src]: https://github.com/brix/crypto-js/blob/1da3dabf93f0a0435c47627d6f171ad25f452012/src/pbkdf2.js#L22-L26 ""crypto-js/src/pbkdf2.js lines 22-26"" [collision attack]: https://en.wikipedia.org/wiki/Hash_collision ""Collision Attack, Wikipedia"" [preimage attack]: https://en.wikipedia.org/wiki/Preimage_attack ""Preimage Attack, Wikipedia"" [SHA1 is a Shambles]: https://eprint.iacr.org/2020/014.pdf ""SHA-1 is a Shambles: First Chosen-Prefix Collision on SHA-1 and Application to the PGP Web of Trust, Gaëtan Leurent and Thomas Peyrin"" [Length Extension attack]: https://en.wikipedia.org/wiki/Length_extension_attack ""Length extension attack, Wikipedia""  crypto-js has 10,642 public users [as displayed on NPM][crypto-js, NPM], today October 11th 2023. The number of transient dependents is likely several orders of magnitude higher.  A very rough GitHub search[ shows 432 files][GitHub search: affected files] cross GitHub using PBKDF2 in crypto-js in Typescript or JavaScript, but not specifying any number of iterations.  [OWASP PBKDF2 Cheatsheet]: https://cheatsheetseries.owasp.org/cheatsheets/Password_Storage_Cheat_Sheet.html#pbkdf2 ""OWASP PBKDF2 Cheatsheet"" [crypto-js, NPM]: https://www.npmjs.com/package/crypto-js ""crypto-js on NPM"" [GitHub search: affected files]: https://github.com/search?q=%22crypto-js%22+AND+pbkdf2+AND+%28lang%3AJavaScript+OR+lang%3ATypeScript%29++NOT+%22iterations%22&type=code&p=2 ""GitHub search: crypto-js AND pbkdf2 AND (lang:JavaScript OR lang:TypeScript)  NOT iterations""  #### Affected versions All versions are impacted. This code has been the same since crypto-js was first created.  #### Further Cryptanalysis  The issue here is especially egregious because the length extension attack makes useless any secret that might be appended to the plaintext before calculating its signature.  Consider a scheme in which a secret is created for a user's username, and that secret is used to protect e.g. their passwords. Let's say that password is 'fake-password', and their username is 'example-username'.  To encrypt the user password via symmetric encryption we might do `encrypt(plaintext: 'fake-password', encryption_key: cryptojs.pbkdf2(value: 'example username' + salt_or_pepper))`. By this means, we would, in theory, create an `encryption_key` that can be determined from the public username, but which requires the secret `salt_or_pepper` to generate. This is a common scheme for protecting passwords, as exemplified in bcrypt & scrypt. Because the encryption key is symmetric, we can use this derived key to also decrypt the ciphertext.  Because of the length extension issue, if the attacker obtains (via attack 1), a collision with 'example username', the attacker _does not need to know_ `salt_or_pepper` to decrypt their account data, only their public username.  ### Description  PBKDF2 is a key-derivation is a key-derivation function that is used for two main purposes: (1) to stretch or squash a variable length password's entropy into a fixed size for consumption by another cryptographic operation and (2) to reduce the chance of downstream operations recovering the password input (for example, for password storage).  Unlike the modern [webcrypto](https://w3c.github.io/webcrypto/#pbkdf2-operations) standard, crypto-js does not throw an error when a number of iterations is not specified, and defaults to one single iteration. In the year 2000, when PBKDF2 was originally specified, the minimum number of iterations suggested was set at 1,000. Today, [OWASP recommends 1,300,000][OWASP PBKDF2 Cheatsheet]:  https://github.com/brix/crypto-js/blob/4dcaa7afd08f48cd285463b8f9499cdb242605fa/src/pbkdf2.js#L22-L26  ### Patches No available patch. The package is not maintained.  ### Workarounds Consult the [OWASP PBKDF2 Cheatsheet]. Configure to use SHA256 with at least 250,000 iterations.  ### Coordinated disclosure This issue was simultaneously submitted to [crypto-js](https://github.com/brix/crypto-js) and [crypto-es](https://github.com/entronad/crypto-es) on the 23rd of October 2023.  ### Caveats  This issue was found in a security review that was _not_ scoped to crypto-js. This report is not an indication that crypto-js has undergone a formal security assessment by the author.",NPM,"","","",CRITICAL,9.100000381469727,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,"","","",HIGHEST,8,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",crypto-js:3.3.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?pdfkit:0.11.0/crypto-js:^3.1.9-1,JavaScript library of crypto standards.,MIT,"","",pkg:npm/crypto-js@3.3.0,cpe:2.3:a:crypto-js_project:crypto-js:3.3.0:*:*:*:*:*:*:*,CVE-2023-46233,"CWE-327 Use of a Broken or Risky Cryptographic Algorithm, CWE-328 Use of Weak Hash, CWE-916 Use of Password Hash With Insufficient Computational Effort","crypto-js is a JavaScript library of crypto standards. Prior to version 4.2.0, crypto-js PBKDF2 is 1,000 times weaker than originally specified in 1993, and at least 1,300,000 times weaker than current industry standard. This is because it both defaults to SHA1, a cryptographic hash algorithm considered insecure since at least 2005, and defaults to one single iteration, a 'strength' or 'difficulty' value specified at 1,000 when specified in 1993. PBKDF2 relies on iteration count as a countermeasure to preimage and collision attacks. If used to protect passwords, the impact is high. If used to generate signatures, the impact is high. Version 4.2.0 contains a patch for this issue. As a workaround, configure crypto-js to use SHA256 with at least 250,000 iterations.",NVD,"","","",CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N/E:3.9/RC:R/MAV:A,"","","",HIGHEST,8,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",crypto-js:3.3.0,/home/samomik/Projects-WSL/juice-shop/package-lock.json?pdfkit:0.11.0/crypto-js:^3.1.9-1,JavaScript library of crypto standards.,MIT,"","",pkg:npm/crypto-js@3.3.0,cpe:2.3:a:crypto-js_project:crypto-js:3.3.0:*:*:*:*:*:*:*,CVE-2020-36732,CWE-338 Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG),"crypto-js - Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG)  The product uses a Pseudo-Random Number Generator (PRNG) in a security context, but the PRNG's algorithm is not cryptographically strong.",OSSINDEX,"","","",MEDIUM,4.800000190734863,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:N,"","","",HIGHEST,8,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",ecstatic:3.3.2,/home/samomik/Projects-WSL/juice-shop/package-lock.json?http-server:0.12.3/ecstatic:^3.3.2,A simple static file server middleware,MIT,"","",pkg:npm/ecstatic@3.3.2,cpe:2.3:a:ecstatic_project:ecstatic:3.3.2:*:*:*:*:*:*:*,CVE-2019-10775,CWE-400 Uncontrolled Resource Consumption,ecstatic have a denial of service vulnerability. Successful exploitation could lead to crash of an application.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,"","","",HIGHEST,7,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",ecstatic:3.3.2,/home/samomik/Projects-WSL/juice-shop/package-lock.json?http-server:0.12.3/ecstatic:^3.3.2,A simple static file server middleware,MIT,"","",pkg:npm/ecstatic@3.3.2,cpe:2.3:a:ecstatic_project:ecstatic:3.3.2:*:*:*:*:*:*:*,GHSA-jc84-3g44-wf2q,CWE-400 Uncontrolled Resource Consumption,ecstatic have a denial of service vulnerability. Successful exploitation could lead to crash of an application.,NPM,"","","","","","","","","",HIGHEST,7,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",engine.io:4.1.2,/home/samomik/Projects-WSL/juice-shop/package-lock.json?socket.io:3.1.2/engine.io:~4.1.0,The realtime engine behind Socket.IO. Provides the foundation of a bidirectional connection between client and server,MIT,"","",pkg:npm/engine.io@4.1.2,cpe:2.3:a:socket:engine.io:4.1.2:*:*:*:*:*:*:*,CVE-2022-41940,CWE-248 Uncaught Exception,"Engine.IO is the implementation of transport-based cross-browser/cross-device bi-directional communication layer for Socket.IO. A specially crafted HTTP request can trigger an uncaught exception on the Engine.IO server, thus killing the Node.js process. This impacts all the users of the engine.io package, including those who uses depending packages like socket.io. There is no known workaround except upgrading to a safe version. There are patches for this issue released in versions 3.6.1 and 6.2.1.",NVD,"","","",MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H/E:2.8/RC:R/MAV:A,"","","",HIGHEST,7,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",engine.io:4.1.2,/home/samomik/Projects-WSL/juice-shop/package-lock.json?socket.io:3.1.2/engine.io:~4.1.0,The realtime engine behind Socket.IO. Provides the foundation of a bidirectional connection between client and server,MIT,"","",pkg:npm/engine.io@4.1.2,cpe:2.3:a:socket:engine.io:4.1.2:*:*:*:*:*:*:*,GHSA-r7qp-cfhv-p84w,CWE-248 Uncaught Exception,"### Impact  A specially crafted HTTP request can trigger an uncaught exception on the Engine.IO server, thus killing the Node.js process.  ``` events.js:292       throw er; // Unhandled 'error' event       ^  Error: read ECONNRESET     at TCP.onStreamRead (internal/stream_base_commons.js:209:20) Emitted 'error' event on Socket instance at:     at emitErrorNT (internal/streams/destroy.js:106:8)     at emitErrorCloseNT (internal/streams/destroy.js:74:3)     at processTicksAndRejections (internal/process/task_queues.js:80:21) {   errno: -104,   code: 'ECONNRESET',   syscall: 'read' } ```  This impacts all the users of the [`engine.io`](https://www.npmjs.com/package/engine.io) package, including those who uses depending packages like [`socket.io`](https://www.npmjs.com/package/socket.io).  ### Patches  A fix has been released today (2022/11/20):  | Version range     | Fixed version | |-------------------|---------------| | `engine.io@3.x.y` | `3.6.1`       | | `engine.io@6.x.y` | `6.2.1`       |  For `socket.io` users:  | Version range               | `engine.io` version | Needs minor update?                                                                                    | |-----------------------------|---------------------|--------------------------------------------------------------------------------------------------------| | `socket.io@4.5.x`           | `~6.2.0`            | `npm audit fix` should be sufficient                                                                   | | `socket.io@4.4.x`           | `~6.1.0`            | Please upgrade to `socket.io@4.5.x`                                                                    | | `socket.io@4.3.x`           | `~6.0.0`            | Please upgrade to `socket.io@4.5.x`                                                                    | | `socket.io@4.2.x`           | `~5.2.0`            | Please upgrade to `socket.io@4.5.x`                                                                    | | `socket.io@4.1.x`           | `~5.1.1`            | Please upgrade to `socket.io@4.5.x`                                                                    | | `socket.io@4.0.x`           | `~5.0.0`            | Please upgrade to `socket.io@4.5.x`                                                                    | | `socket.io@3.1.x`           | `~4.1.0`            | Please upgrade to `socket.io@4.5.x` (see [here](https://socket.io/docs/v4/migrating-from-3-x-to-4-0/)) | | `socket.io@3.0.x`           | `~4.0.0`            | Please upgrade to `socket.io@4.5.x` (see [here](https://socket.io/docs/v4/migrating-from-3-x-to-4-0/)) | | `socket.io@2.5.0`           | `~3.6.0`            | `npm audit fix` should be sufficient                                                                   | | `socket.io@2.4.x` and below | `~3.5.0`            | Please upgrade to `socket.io@2.5.0`                                                                    |  ### Workarounds  There is no known workaround except upgrading to a safe version.  ### For more information  If you have any questions or comments about this advisory:  * Open an issue in [`engine.io`](https://github.com/socketio/engine.io)  Thanks to [Jonathan Neve](https://github.com/jonathanneve) for the responsible disclosure.",NPM,"","","",MEDIUM,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,"","","",HIGHEST,7,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",express-jwt:0.1.3,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/express-jwt:0.1.3,JWT authentication middleware.,"","","",pkg:npm/express-jwt@0.1.3,cpe:2.3:a:auth0:express-jwt:0.1.3:*:*:*:*:*:*:*,CVE-2020-15084,"CWE-863 Incorrect Authorization, CWE-285 Improper Authorization","In express-jwt (NPM package) up and including version 5.3.3, the algorithms entry to be specified in the configuration is not being enforced. When algorithms is not specified in the configuration, with the combination of jwks-rsa, it may lead to authorization bypass. You are affected by this vulnerability if all of the following conditions apply: - You are using express-jwt - You do not have **algorithms** configured in your express-jwt configuration. - You are using libraries such as jwks-rsa as the **secret**. You can fix this by specifying **algorithms** in the express-jwt configuration. See linked GHSA for example. This is also fixed in version 6.0.0.",NVD,MEDIUM,4.3,/AV:N/AC:M/Au:N/C:N/I:P/A:N,CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N/E:3.9/RC:R/MAV:A,"","","",HIGHEST,9,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",express-jwt:0.1.3,/home/samomik/Projects-WSL/juice-shop/package-lock.json?/express-jwt:0.1.3,JWT authentication middleware.,"","","",pkg:npm/express-jwt@0.1.3,cpe:2.3:a:auth0:express-jwt:0.1.3:*:*:*:*:*:*:*,GHSA-6g6m-m6h5-w9gf,"CWE-863 Incorrect Authorization, CWE-285 Improper Authorization","### Overview Versions before and including 5.3.3, we are not enforcing the **algorithms** entry to be specified in the configuration. When **algorithms** is not specified in the configuration, with the combination of jwks-rsa, it may lead to authorization bypass.   ### Am I affected? You are affected by this vulnerability if all of the following conditions apply:  You are using express-jwt AND  You do not have **algorithms**  configured in your express-jwt configuration. AND You are using libraries such as jwks-rsa as the **secret**.   ### How to fix that? Specify **algorithms** in the express-jwt configuration. The following is an example of a proper configuration  ```  const checkJwt = jwt({   secret: jwksRsa.expressJwtSecret({     rateLimit: true,     jwksRequestsPerMinute: 5,     jwksUri: `https://${DOMAIN}/.well-known/jwks.json`   }),   // Validate the audience and the issuer.   audience: process.env.AUDIENCE,   issuer: `https://${DOMAIN}/`,   // restrict allowed algorithms   algorithms: ['RS256'] });  ```  ### Will this update impact my users? The fix provided in patch will not affect your users if you specified the algorithms allowed. The patch now makes **algorithms** a required configuration.    ### Credit IST Group",NPM,"","","",HIGH,7.699999809265137,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:C/C:H/I:H/A:N,"","","",HIGHEST,9,"","","","","","","",""
"","Wed, 3 Sep 2025 13:47:49 -0400",express:4.21.2,/home/samomik/Projects-WSL/juice-shop/frontend/package-lock.json?webpack-dev-server:5.2.2/express:^4.21.2,"Fast, unopinionated, minimalist web framework",MIT,"","",pkg:npm/express@4.21.2,"",CVE-2024-10491,CWE-74 Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),"A vulnerability has been identified in the Express response.links function, allowing for arbitrary resource injection in the Link header when unsanitized data is used.  The issue arises from improper sanitization in `Link` header values, which can allow a combination of characters like `,`, `;`, and `<>` to preload malicious resources.  This vulnerability is especially relevant for dynamic parameters.  Sonatype's research suggests that this CVE's details differ from those defined at NVD. See https://ossindex.sonatype.org/vulnerability/CVE-2024-10491 for details",OSSINDEX,"","","",MEDIUM,5.300000190734863,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,"","","",HIGHEST,7,"","","","","","","",""
